"bill","committee","session","url","filename","date"
"","Public Hearing before SENATE LABOR COMMITTEE Public Hearing before SENATE LABOR COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla12082008.pdf","sla12082008.pdf","December 8 , 2008"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba11262012.pdf","sba11262012.pdf","November 26, 2012"
"","Committee Meeting of SENATE COMMERCE COMMITTEE AND SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE of SENATE COMMERCE COMMITTEE AND SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scm_shs03032011.pdf","scm_shs03032011.pdf","March 3, 2011"
"","Committee Meeting of SENATE EDUCATION COMMITTEE COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed12072009_appendix.pdf","sed12072009_appendix.pdf","December 7, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE SENATE ENVIRONMENT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen02022009.pdf","sen02022009.pdf","February 2, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE SENATE ENVIRONMENT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen02022009_appendix.pdf","sen02022009_appendix.pdf","February 2, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE SENATE ENVIRONMENT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen02262009.pdf","senaen02262009.pdf","February 26, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE SENATE ENVIRONMENT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen02262009_appendix.pdf","senaen02262009_appendix.pdf","February 26, 2009"
"","Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scu04122010.pdf","scu04122010.pdf","April 12, 2010"
"","Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scu04122010_appendix.pdf","scu04122010_appendix.pdf","April 12, 2010"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg04052010.pdf","seg04052010.pdf","April 5, 2010"
"","Public Hearing before of SENATE STATE GOVERNMENT COMMITTEE Public Hearing before of SENATE STATE GOVERNMENT COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg10202008.pdf","ssg10202008.pdf","July 1, 2005"
"","Public Hearing before SENATE STATE GOVERNMENT COMMITTEE Public Hearing before SENATE STATE GOVERNMENT COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg12112008.pdf","ssg12112008.pdf","December 11, 2008"
"","Public Hearing before SENATE STATE GOVERNMENT COMMITTEE Public Hearing before SENATE STATE GOVERNMENT COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ssg12112008_appendix.pdf","ssg12112008_appendix.pdf","December 11, 2008"
"","Public Hearing before SENATE WAGERING, TOURISM AND HISTORIC PRESERVATION COMMITTEE Public Hearing before SENATE WAGERING, TOURISM AND HISTORIC PRESERVATION COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/SWT05092008.pdf","SWT05092008.pdf","May 9, 2008"
"","Public Hearing before SENATE WAGERING, TOURISM AND HISTORIC PRESERVATION COMMITTEE Public Hearing before SENATE WAGERING, TOURISM AND HISTORIC PRESERVATION COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/swt05092008_appendix.pdf","swt05092008_appendix.pdf","May 9, 2008"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12032012.pdf","sba12032012.pdf","December 3, 2012"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12032012_appendix.pdf","sba12032012_appendix.pdf","December 3, 2012"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12052012.pdf","sba12052012.pdf","December 5, 2012"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12052012_appendix.pdf","sba12052012_appendix.pdf","December 5, 2012"
"","Committee Meeting of SENATE COMMERCE COMMITTEE AND SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE of SENATE COMMERCE COMMITTEE AND SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scm_shs03032011_appendix.pdf","scm_shs03032011_appendix.pdf","March 3, 2011"
"","Public Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scu05262011.pdf","scu05262011.pdf","May 26, 2011"
"","Public Hearing before SENATE COMMUNITY AND URBAN AFFAIRS COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/scu05262011_appendix.pdf","scu05262011_appendix.pdf","May 26, 2011"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen04282011.pdf","senaen04282011.pdf","April 28, 2011"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen04162009.pdf","senaen04162009.pdf","April 16, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen07302009.pdf","senaen07302009.pdf","July 30, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen07302009_appendix.pdf","senaen07302009_appendix.pdf","July 30, 2009"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba02112013.pdf","sba02112013.pdf","February 11, 2013"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg04052010_appendix.pdf","seg04052010_appendix.pdf","April 5, 2010"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/SEG09232010.pdf","SEG09232010.pdf","September 23, 2010"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg09232010_appendix.pdf","seg09232010_appendix.pdf","September 23, 2010"
"","Public Hearing before SENATE ECONOMIC GROWTH COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/seg12092010.pdf","seg12092010.pdf","December 9, 2010"
"","Public Hearing before SENATE EDUCATION COMMITTEE SENATE EDUCATION COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sed12092010.pdf","sed12092010.pdf","December 9, 2010"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE ENVIRONMENT AND ENERGY COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08122010.pdf","senaen08122010.pdf","August 12, 2010"
"","Public hearing before SENATE ENVIRONMENT COMMITTEE/ ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT COMMITTEE/ ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen041508.pdf","senaen041508.pdf","April 15, 2008"
"","Public hearing before SENATE ENVIRONMENT COMMITTEE/ ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT COMMITTEE/ ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen041508_appendix.pdf","senaen041508_appendix.pdf","April 15, 2008"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE Assembly Bill No. 121 ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE Assembly Bill No. 121","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen05122008.pdf","aen05122008.pdf","May 12, 2008"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE Assembly Bill No. 121 ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE Assembly Bill No. 121","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen05122008_appendix.pdf","aen05122008_appendix.pdf","May 12, 2008"
"","Public hearing before ASSEMBLY MILITARY AND VETERANS' AFFAIRS COMMITTEE COMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/amva06122008.pdf","amva06122008.pdf","June 12, 2008"
"","Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS032408.pdf","JCPS032408.pdf","March 24, 2008"
"","Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS032408_appendix.pdf","JCPS032408_appendix.pdf","March 24, 2008"
"","Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS06102008.pdf","JCPS06102008.pdf","June 10, 2008"
"","Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS Committee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS06102008_appendix.pdf","JCPS06102008_appendix.pdf","June 10, 2008"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON INNOVATIVE PROGRAMS AND SCHOOL CHOICE JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON INNOVATIVE PROGRAMS AND SCHOOL CHOICE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS07162008.pdf","JCPS07162008.pdf","July 16, 2008"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12112012.pdf","sba12112012.pdf","December 11, 2012"
"","Committee Meeting of SENATE BUDGET AND APPROPRIATIONS COMMITTEE SENATE BUDGET AND APPROPRIATIONS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12112012_appendix.pdf","sba12112012_appendix.pdf","December 11, 2012"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE/ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE/ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08132012.pdf","senaen08132012.pdf","August 13, 2012"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE/ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE/ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08132012_appendix.pdf","senaen08132012_appendix.pdf","August 13, 2012"
"","Hearing before SENATE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shiahi03062012.pdf","shiahi03062012.pdf","March 6, 2012"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen042882011_appendix.pdf","senaen042882011_appendix.pdf","April 28, 2011"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06022011.pdf","sen06022011.pdf","June 2, 2011"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06022011_appendix.pdf","sen06022011_appendix.pdf","June 2, 2011"
"","Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182011.pdf","senaen08182011.pdf","August 18, 2011"
"","Committee Meeting of SENATE HEALTH, HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shh05282009.pdf","shh05282009.pdf","May 28, 2009"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo06042009.pdf","slo06042009.pdf","June 4, 2009"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo06042009_appendix.pdf","slo06042009_appendix.pdf","June 4, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen02262009.pdf","senaen02262009.pdf","February 26, 2009"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba02112013_appendix.pdf","sba02112013_appendix.pdf","February 11, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12052013.pdf","sba12052013.pdf","December 5, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sba12052013_appendix.pdf","sba12052013_appendix.pdf","December 5, 2013"
"","Public Hearing before SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen05302013.pdf","sen05302013.pdf","May 30, 2013"
"","Public Hearing before SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen05302013_appendix.pdf","sen05302013_appendix.pdf","May 30, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE ENVIRONMENT AND ENERGY COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08122010_appendix.pdf","senaen08122010_appendix.pdf","August 12, 2010"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE ENVIRONMENT AND ENERGY COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen12092010.pdf","sen12092010.pdf","December 9, 2010"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_ahs05072010.pdf","shs_ahs05072010.pdf","May 7, 2010"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON INNOVATIVE PROGRAMS AND SCHOOL CHOICE JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON INNOVATIVE PROGRAMS AND SCHOOL CHOICE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS07162008_appendix.pdf","JCPS07162008_appendix.pdf","July 16, 2008"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS10082008.pdf","JCPS10082008.pdf","October 8, 2008"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE ON SCHOOL FACILITIES AND CONSTRUCTION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS10082008_appendix.pdf","JCPS10082008_appendix.pdf","October 8, 2008"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS10142008.pdf","JCPS10142008.pdf","October 14, 2008"
"","Subcommittee meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/JCPS10142008_appendix.pdf","JCPS10142008_appendix.pdf","October 14, 2008"
"","Hearing before SENATE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shiahi03192012.pdf","shiahi03192012.pdf","March 19, 2012"
"","Hearing before SENATE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE HIGHER EDUCATION/ASSEMBLY HIGHER EDUCATION COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shiahi03192012_appendix.pdf","shiahi03192012_appendix.pdf","March 19, 2012"
"","Public Hearing before SENATE LABOR","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla07262012.pdf","sla07262012.pdf","July 26, 2012"
"","Public Hearing before SENATE LABOR","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla07262012_appendix.pdf","sla07262012_appendix.pdf","July 26, 2012"
"","Public Hearing before SENATE LABOR COMMITTEE SENATE LABOR COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla10222012.pdf","sla10222012.pdf","October 22, 2012"
"","Public Hearing before SENATE LABOR COMMITTEE SENATE LABOR COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla10222012_appendix.pdf","sla10222012_appendix.pdf","October 22, 2012"
"","Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE/ COMMITTEE/","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182011_appendix.pdf","senaen08182011_appendix.pdf","August 18, 2011"
"","Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen08252011.pdf","sen08252011.pdf","August 25, 2011"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen02262009_appendix.pdf","senaen02262009_appendix.pdf","February 26, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen04162009.pdf","senaen04162009.pdf","April 16, 2009"
"","Committee Meeting of SENATE ENVIRONMENT COMMITTEE/ SENATE ENVIRONMENT COMMITTEE/","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen07302009.pdf","senaen07302009.pdf","July 30, 2009"
